91 43 70 133 55 8 130 51 18 146 159 253 156 70 1 8 190 194 1 
85 42 66 122 54 6 148 46 19 141 172 317 174 88 6 14 180 182 4 
89 47 81 147 64 11 156 44 20 163 170 352 188 76 6 13 184 193 1 
91 45 79 176 59 9 163 40 20 148 184 404 179 62 0 10 199 208 3
78 38 63 115 51 6 142 47 19 130 162 299 146 77 2 4 181 185 3
92 38 71 174 66 7 154 43 19 133 181 355 130 70 4 24 189 195 3
98 55 101 228 70 9 210 31 24 168 236 661 245 72 1 6 188 197 2
101 42 62 175 67 6 149 43 19 139 169 341 165 65 7 11 202 209 4 
101 56 104 185 53 6 257 26 28 168 275 956 230 83 5 26 180 184 4 
94 36 66 151 61 8 133 50 18 135 154 265 119 62 9 3 201 208 1 
97 44 96 195 63 9 185 36 22 144 202 512 165 66 4 8 191 199 3
89 47 84 133 55 11 157 44 20 160 169 354 176 74 5 9 182 192 1 
107 53 103 221 66 11 209 32 24 163 222 653 212 66 0 1 191 201 2
85 39 68 119 52 5 128 53 18 135 148 241 142 75 8 8 182 187 1 
103 50 98 212 63 9 193 34 22 161 214 567 185 64 5 5 198 204 2
77 38 63 135 59 5 130 52 18 130 145 247 139 79 13 21 183 187 2
96 40 70 120 50 8 137 50 18 141 162 269 139 80 10 13 183 183 1 
83 42 66 156 67 7 150 45 19 144 174 333 159 78 4 2 182 188 4 
93 45 86 201 69 7 184 35 22 145 203 523 183 72 0 4 194 197 4 
89 41 75 143 56 7 146 46 19 137 170 317 156 76 18 5 184 188 2
81 43 68 125 57 8 149 46 19 146 169 323 172 83 6 18 179 184 4 
98 55 101 219 69 11 225 30 25 178 231 748 216 74 6 14 187 195 2
86 44 78 164 68 9 142 46 18 147 168 305 171 70 1 11 190 201 1 
98 49 84 219 74 7 190 34 22 154 208 558 209 74 4 7 195 195 4 
96 55 98 161 54 10 215 31 24 175 226 683 221 76 3 6 185 193 2
97 59 108 227 70 11 224 30 25 186 225 732 218 70 10 25 186 198 2
92 39 91 191 62 8 176 37 21 137 196 466 151 67 3 23 192 200 2
73 37 53 111 54 6 126 55 18 128 135 227 147 82 1 15 176 184 2
89 42 89 147 61 11 151 44 19 145 170 338 163 72 11 23 187 199 1 
101 53 103 203 63 9 195 34 22 162 210 571 210 68 5 5 191 198 2
91 39 83 170 60 8 172 38 21 134 197 445 152 72 0 10 188 194 3
86 40 62 140 62 7 150 45 19 133 165 330 173 82 2 3 180 185 3
104 52 94 208 66 5 208 31 24 161 227 666 218 76 11 4 193 191 4 
89 44 68 113 50 7 150 45 19 147 171 328 189 88 6 5 179 182 4 
87 46 71 159 66 6 151 44 19 146 175 343 189 73 2 0 186 190 4 
99 51 92 203 65 5 209 31 24 159 232 671 214 78 5 11 191 189 4 
94 36 68 127 54 7 127 52 18 132 155 242 116 66 1 2 195 196 1 
79 40 80 133 55 7 147 47 19 135 172 311 144 76 8 30 181 193 2
89 40 76 188 76 7 150 44 19 136 174 342 148 72 3 8 193 197 4 
110 58 106 180 51 6 261 26 28 171 278 998 257 83 9 13 181 182 4 
89 41 84 141 58 9 149 45 19 145 172 330 162 72 4 18 188 200 1 
86 37 60 115 54 5 119 56 17 132 141 209 129 72 2 8 186 190 1 
91 42 84 209 75 6 171 38 20 138 189 446 161 69 3 12 196 201 4 
80 37 57 116 55 6 125 54 18 125 142 229 132 81 8 5 178 184 2
104 55 107 222 68 11 218 31 24 173 232 703 229 71 3 10 188 199 3
94 38 84 158 55 9 169 39 20 130 196 430 155 69 9 15 190 195 2
104 52 100 191 59 9 197 33 23 158 218 583 234 70 10 10 191 198 3
94 48 87 162 64 10 157 43 20 161 179 363 186 75 4 15 184 195 1 
